zipcode,mediansalary,Pop
74059,49090,"4,634"
74060,51668,534
74061,53829,"1,760"
74062,41323,"1,090"
74063,54784,"27,969"
74066,44574,"28,708"
74068,43788,126
74070,49097,"10,880"
74071,39015,188
74072,43753,"1,750"
74073,51410,"4,896"
74074,38570,"25,085"
74075,31000,"20,984"
74078,22579,"1,146"
74079,40820,"4,663"
74080,62970,"2,390"
74081,42998,"1,728"
74082,53829,118
74083,43528,"1,070"
74084,32088,690
74085,40396,"2,498"
74103,28136,"2,168"
74104,32732,"14,056"
74105,51242,"28,717"
74106,21081,"18,218"
74107,33878,"20,383"
74108,43827,"7,512"
74110,26940,"15,229"
74112,35882,"21,205"
74114,78212,"16,859"
74115,31250,"23,797"
74116,36759,"3,839"
74117,57409,111
74119,31422,"3,743"
74120,33173,"5,630"
74126,29977,"12,860"
74127,31107,"17,591"
74128,36440,"11,992"
74129,40183,"18,699"
74130,36112,"2,572"
74131,55066,"3,215"
74132,61051,"6,778"
74133,56049,"38,032"
74134,45373,"12,989"
74135,45477,"21,284"
74136,48471,"32,164"
74137,93963,"23,280"
74145,46444,"17,882"
74146,32631,"14,376"
74301,37186,"11,639"
74330,51341,"2,789"
74331,38577,"6,490"
74332,47075,"1,810"
74333,45748,"1,166"
74337,43378,"4,949"
74338,32570,"5,095"
74339,25439,"2,776"
74340,30981,226
74342,34036,"2,701"
74343,37699,"2,802"
74344,34723,"11,992"
74346,30394,"7,407"
74347,38050,"2,482"
74349,41751,371
74350,30981,782
74352,39113,"6,719"
74354,36121,"17,995"
74358,25439,325
74359,40227,620
74360,40684,"1,808"
74361,44005,"14,423"
74363,40684,"2,865"
74364,39369,"1,878"
74365,34458,"4,823"
74366,31891,"1,503"
74367,30981,517
74368,40227,56
74369,45900,"1,770"
74370,34558,"3,304"
74401,33376,"17,927"
74403,40449,"29,701"
74421,46698,"4,245"
74422,41303,825
74423,44206,"1,078"
74425,42823,859
74426,29531,"9,527"
74427,34268,"1,249"
74428,33943,844
74429,48904,"10,991"
74430,42823,552
74431,33791,984
74432,30850,"8,956"
74434,43878,"8,306"
74435,38542,"3,280"
74436,43910,"4,562"
74437,38526,"10,690"
74438,27135,201
74441,41633,"4,837"
74442,42858,949
74445,47751,"2,802"
74446,42821,516
74447,35390,"17,844"
74450,40411,"1,743"
74451,39492,"3,619"
74452,36728,410
74454,48146,"2,840"
74455,30325,"2,929"
74456,52854,199
74457,32417,518
74458,45597,197
74459,30179,85
74460,33791,298
74462,36329,"7,219"
74463,52546,"1,877"
74464,30852,"27,601"
74467,41022,"14,002"
74468,38777,303
74469,30404,"2,446"
74470,30444,"1,677"
74471,33748,"1,554"
74472,35745,392
74477,47891,6
74501,35643,"24,122"
74521,28578,295
74522,40531,288
74523,25641,"6,063"
74525,30150,"9,114"
74528,34162,161
74530,37238,217
74531,46935,"1,025"
74533,39080,779
74534,36354,310
74535,36354,103
74536,28803,"1,643"
74538,30134,"4,214"
74540,34247,162
74543,30703,354
74546,35946,919
74547,36230,"3,426"
74549,27944,126
74552,35745,986
74553,34104,"1,380"
74554,40531,"1,745"
74555,30508,881
74556,29143,396
74557,25425,492
74558,28872,492
74560,34088,644
74561,33554,"2,110"
74562,30703,813
74563,41021,"1,938"
74565,57141,768
74567,30703,230
74569,34960,"1,479"
74570,44465,"1,071"
74571,33216,"3,877"
74572,36441,789
74574,35515,"1,130"
74576,34675,172
74577,26477,114
74578,43710,"6,630"
74601,36383,"20,487"
74604,52372,"13,023"
74630,50656,803
74631,34390,"8,349"
74632,36280,627
74633,38029,458
74636,41570,293
74637,38750,"2,075"
74640,56250,331
74641,39946,705
74643,41570,658
74644,51359,573
74646,34999,251
74647,39784,"3,778"
74650,36207,749
74651,50989,747
74652,37879,"1,053"
74653,40556,"3,947"
74701,37106,"18,992"
74720,36354,643
74722,32625,289
74723,36515,"1,559"
74724,32625,345
74726,34938,"2,284"
74727,29543,"2,012"
74728,29083,"11,792"
74729,35813,"2,508"
74730,37840,"3,172"
74731,37969,"1,580"
74733,37889,"2,611"
74734,35663,"1,105"
74735,29000,"1,842"
74736,34194,"1,090"
74738,36892,584
74740,30967,"2,590"
74741,36442,973
74743,25984,"8,630"
74745,29920,"9,939"
74747,36354,151
74748,37822,590
74750,42222,413
74753,37969,35
74754,36938,415
74755,42222,104
74756,28966,804
74759,29878,"1,285"
74760,29793,257
74761,28669,96
74764,41065,"3,614"
74766,37315,"1,723"
74801,34038,"21,590"
74804,42759,"17,666"
74820,37587,"28,545"
74824,35998,"1,104"
74825,39272,"2,158"
74826,36542,"1,258"
74827,47833,392
74829,34186,"1,452"
74830,33988,232
74831,33304,859
74832,35895,899
74833,38608,690
74834,38587,"6,957"
74836,30858,188
74837,35341,427
74839,28825,812
74840,40844,"1,732"
74842,37716,130
74843,38293,290
74844,36552,371
74845,27135,498
74848,30632,"8,133"
74849,36519,"3,242"
74850,37900,294
74851,48938,"8,750"
74852,40583,"1,359"
74854,34992,"1,932"
74855,47118,"4,314"
74856,38101,740
74857,54397,"8,328"
74859,33668,"5,950"
74860,34063,"1,541"
74864,41309,"4,658"
74865,39305,"1,764"
74867,35683,957
74868,34089,"12,223"
74869,42013,649
74871,37590,"2,311"
74872,37164,"3,462"
74873,42282,"10,924"
74875,35895,"1,087"
74878,37415,"1,532"
74880,28210,"2,271"
74881,43096,"4,130"
74883,30087,"2,763"
74884,28247,"6,253"
74901,26494,"2,186"
74902,37394,"4,023"
74930,34449,"1,882"
74931,32662,"1,338"
74932,42608,"2,333"
74935,37829,187
74936,41150,"1,041"
74937,33671,"5,423"
74939,34069,"1,425"
74940,38036,"2,386"
74941,27849,"2,437"
74942,37829,169
74943,47599,106
74944,46175,"1,162"
74945,40177,520
74946,33547,181
74948,40661,"11,450"
74949,26477,328
74951,36450,"1,486"
74953,39463,"10,703"
74954,36807,"4,115"
74955,33986,"13,672"
74956,36364,"1,559"
74957,30101,"1,130"
74959,34450,"7,164"
74960,27287,"12,457"
74962,36518,"5,089"
74963,32625,696
74964,33464,"2,684"
74965,32098,"4,993"
74966,37964,"3,231"
75001,55249,"12,414"
75002,93010,"63,140"
75006,56081,"46,364"
75007,80401,"51,624"
75009,70536,"8,785"
75010,80278,"21,607"
75013,114866,"30,347"
75019,105249,"38,666"
75020,45400,"21,872"
75021,42254,"8,036"
75022,133430,"22,545"
75023,77303,"45,452"
75024,98466,"36,039"
75025,108349,"50,926"
75028,109450,"42,226"
75032,90546,"27,986"
75034,108417,"72,723"
75035,98176,"47,553"
75038,46539,"27,802"
75039,67364,"11,032"
75040,52257,"59,406"
75041,43637,"30,700"
75042,43705,"37,881"
75043,57117,"58,094"
75044,65597,"40,811"
75048,87393,"20,328"
75050,43098,"41,041"
75051,37443,"39,285"
75052,67989,"88,996"
75054,103958,"5,053"
75056,89023,"47,852"
75057,44509,"12,900"
75058,67047,"2,982"
75060,44157,"45,980"
75061,37757,"53,442"
75062,48760,"44,537"
75063,73463,"35,090"
75065,76249,"10,748"
75067,60621,"60,982"
75068,74370,"34,934"
75069,52122,"34,108"
75070,98299,"74,734"
75071,76176,"36,090"
75074,61992,"44,622"
75075,74812,"33,262"
75076,43652,"7,378"
75077,100359,"35,330"
75078,106160,"10,592"
75080,62352,"44,009"
75081,65490,"34,156"
75082,99357,"21,182"
75087,78246,"28,145"
75088,80342,"24,712"
75089,86964,"30,251"
75090,41710,"23,724"
75092,47223,"22,839"
75093,106348,"47,187"
75094,108437,"20,579"
75098,78832,"48,197"
75101,41797,646
75102,45004,"1,322"
75103,44709,"12,667"
75104,65657,"45,373"
75105,46553,301
75109,42322,"3,658"
75110,39904,"28,132"
75114,75480,"4,660"
75115,62682,"48,877"
75116,47178,"19,669"
75117,43928,"3,722"
75119,46018,"26,601"
75124,45072,"4,446"
75125,49649,"6,691"
75126,82847,"33,396"
75132,76325,294
75134,48757,"20,276"
75135,60013,"5,910"
75137,61614,"18,861"
75140,21601,"3,882"
75141,35906,"5,374"
75142,53566,"18,982"
75143,41796,"14,619"
75144,37800,"3,291"
75146,53446,"17,993"
75147,46319,"6,602"
75148,35128,"5,842"
75149,46877,"56,065"
75150,48833,"58,730"
75152,57690,"4,606"
75153,42423,605
75154,63571,"36,041"
75155,46553,"2,579"
75156,37062,"14,580"
75157,73993,310
75158,57723,"4,139"
75159,43308,"18,339"
75160,48585,"23,627"
75161,51518,"6,165"
75163,37601,"2,285"
75164,76492,671
75165,59650,"37,966"
75166,69549,"3,070"
75167,74628,"8,436"
75169,44535,"14,644"
75172,35897,"3,956"
75173,68003,"4,353"
75180,39807,"23,031"
75181,79565,"25,908"
75182,80450,"5,118"
75189,69750,"22,406"
75201,70982,"9,409"
75202,65298,"1,666"
75203,27046,"15,721"
75204,55205,"26,279"
75205,148579,"23,061"
75206,53391,"36,248"
75207,30000,"9,648"
75208,42758,"30,171"
75209,86304,"13,653"
75210,14355,"7,482"
75211,36999,"73,146"
75212,27451,"24,884"
75214,72923,"32,950"
75215,22723,"14,648"
75216,23854,"49,416"
75217,34130,"80,324"
75218,59336,"21,665"
75219,59479,"22,124"
75220,44882,"41,891"
75223,31847,"13,947"
75224,32195,"34,034"
75225,134159,"20,892"
75226,44725,"3,506"
75227,36553,"55,029"
75228,39884,"66,551"
75229,80511,"31,571"
75230,97791,"26,934"
75231,39692,"37,052"
75232,39278,"28,682"
75233,42991,"14,043"
75234,53294,"28,794"
75235,36882,"17,167"
75236,40044,"15,949"
75237,26248,"17,101"
75238,61572,"30,483"
75240,45959,"24,296"
75241,30498,"27,066"
75243,45192,"55,406"
75244,76203,"13,266"
75246,36957,"2,770"
75247,30000,468
75248,84241,"33,395"
75249,61248,"13,373"
75251,82288,"2,331"
75252,64098,"24,112"
75253,33955,"18,450"
75254,55416,"23,253"
75287,60735,"49,004"
75401,31302,"18,552"
75402,62417,"15,920"
75407,58014,"14,120"
75409,65983,"11,831"
75410,41153,"4,334"
75411,45344,"1,118"
75412,39789,778
75413,57333,305
75414,55442,"3,136"
75415,41220,144
75416,43347,"2,893"
75417,35159,"2,456"
75418,37436,"14,411"
75420,48149,"1,076"
75421,43340,"1,003"
75422,52131,"2,883"
75423,55276,"2,982"
75424,56663,"3,297"
75426,33016,"5,301"
75428,33017,"10,089"
75431,43499,"2,052"
75432,35145,"3,323"
75433,48388,"2,773"
75435,42117,"1,185"
75436,40967,"1,876"
75437,44345,"1,078"
75438,44499,972
75439,43114,868
75440,44516,"6,350"
75441,41220,142
75442,57040,"8,858"
75446,35666,"3,180"
75447,51101,"1,080"
75448,41220,655
75449,47031,"1,186"
75450,41220,331
75451,44082,"1,211"
75452,56964,"4,090"
75453,50422,"3,255"
75454,71114,"5,699"
75455,40513,"28,293"
75457,42540,"6,522"
75459,71882,"4,326"
75460,31732,"23,592"
75462,56000,"11,350"
75468,43320,888
75469,41321,371
75470,42742,288
75471,42709,"1,424"
75472,40730,"3,548"
75473,50216,"3,855"
75474,43904,"14,882"
75475,40089,129
75476,49826,"1,304"
75477,42742,977
75478,42545,932
75479,43359,"1,849"
75480,49052,"1,646"
75481,44194,395
75482,42433,"24,385"
75486,44005,"2,346"
75487,41418,"1,541"
75488,51101,"1,161"
75489,58448,993
75490,53831,"2,211"
75491,54484,"4,801"
75492,43054,516
75493,52000,611
75494,40338,"10,862"
75495,66794,"7,095"
75496,40529,"3,351"
75497,47134,"3,350"
75501,38341,"36,298"
75503,56147,"24,379"
75550,40685,808
75551,37147,"11,007"
75554,40156,"1,806"
75555,45173,"1,611"
75556,83165,"1,133"
75558,43311,"1,636"
75559,38909,"5,568"
75560,27039,"1,088"
75561,46203,"5,395"
75562,35489,176
75563,35376,"4,282"
75565,48259,361
75566,26167,782
75567,44481,"4,225"
75568,36304,"2,876"
75569,53465,"2,874"
75570,38253,"11,518"
75571,40358,"2,846"
75572,39834,"3,491"
75573,44572,181
75574,55132,"1,868"
75601,38935,"15,849"
75602,32025,"23,286"
75603,45135,"5,450"
75604,51914,"29,934"
75605,53152,"27,823"
75630,32353,"2,588"
75631,58867,"2,787"
75633,47228,"13,977"
75638,35989,"6,036"
75639,40395,"3,460"
75640,41410,"4,652"
75641,46570,223
75642,59650,229
75643,47246,"2,074"
75644,41160,"11,444"
75645,49403,"9,778"
75647,45446,"13,196"
75650,64998,"8,611"
75651,46697,"2,189"
75652,47883,"16,638"
75654,45965,"12,417"
75656,34681,"4,804"
75657,32217,"8,246"
75661,46316,"2,807"
75662,46286,"24,536"
75667,37061,"1,021"
75668,37730,"1,993"
75669,42231,606
75670,30012,"17,290"
75672,51668,"17,097"
75681,39950,"2,562"
75682,41429,473
75683,37389,"3,914"
75684,43079,"7,548"
75686,26342,"9,470"
75691,55057,"4,219"
75692,47354,"5,098"
75693,49158,"6,869"
75701,45100,"34,373"
75702,30221,"27,069"
75703,57325,"37,166"
75704,38343,"8,680"
75705,45937,"2,168"
75706,39608,"8,771"
75707,44374,"13,711"
75708,42131,"7,156"
75709,51893,"5,062"
75750,44927,"3,937"
75751,34706,"17,253"
75752,44575,"6,986"
75754,38662,"5,783"
75755,42789,"5,719"
75756,46594,"4,002"
75757,51185,"10,022"
75758,49668,"9,072"
75759,45665,141
75760,42255,"2,614"
75762,61209,"12,466"
75763,45268,"6,005"
75764,40766,233
75765,44035,"7,607"
75766,37128,"26,388"
75770,44551,"2,776"
75771,54901,"18,361"
75773,42409,"12,791"
75778,43178,"3,254"
75779,45447,122
75780,38683,312
75783,41218,"7,219"
75784,36518,658
75785,40038,"11,263"
75788,43526,126
75789,36917,"7,593"
75790,45926,"4,203"
75791,66274,"13,125"
75792,50679,"3,518"
75801,38432,"16,799"
75803,46645,"22,397"
75831,40733,"5,386"
75832,40293,66
75833,46581,"3,324"
75835,29434,"12,012"
75838,54006,666
75839,35582,"5,069"
75840,53873,"7,076"
75844,35716,"5,718"
75845,23832,"2,076"
75846,43907,"2,718"
75847,26851,"1,596"
75848,33831,92
75849,39364,75
75850,46581,671
75851,46640,"5,050"
75852,36552,"3,737"
75853,40293,963
75855,33191,"2,369"
75856,38034,196
75858,30625,43
75859,45169,"1,923"
75860,40212,"6,644"
75861,58045,"9,017"
75862,37729,"9,679"
75901,40101,"29,036"
75904,42652,"33,988"
75925,37576,"4,179"
75928,31557,"1,411"
75929,35362,"1,599"
75930,33810,"2,023"
75931,35365,"2,631"
75932,29386,"1,437"
75933,40420,"1,599"
75934,30325,99
75935,33610,"13,685"
75936,33581,889
75937,44352,994
75938,34390,"2,608"
75939,34247,"3,992"
75941,36653,"9,105"
75942,37757,115
75943,43146,"1,262"
75944,44352,"1,301"
75946,42670,"3,578"
75948,33952,"6,281"
75949,40464,"7,976"
75951,34652,"16,134"
75954,33620,"3,280"
75956,36065,"7,623"
75959,33194,923
75960,34186,913
75961,32955,"14,910"
75962,18056,"3,029"
75964,34219,"20,097"
75965,36168,"17,591"
75966,27275,"5,371"
75968,32941,"1,766"
75969,31164,"4,116"
75972,25352,"6,620"
75973,49224,"2,599"
75974,37069,"3,126"
75975,34080,"3,699"
75976,31188,827
75977,28729,750
75978,44352,144
75979,36064,"11,423"
75980,39821,"2,836"
76001,77840,"30,460"
76002,72572,"30,269"
76006,45133,"22,639"
76008,96254,"13,602"
76009,51519,"19,759"
76010,33469,"55,706"
76011,34650,"21,594"
76012,62431,"25,689"
76013,49434,"30,680"
76014,40785,"34,072"
76015,47223,"16,658"
76016,83888,"30,852"
76017,67489,"44,724"
76018,65776,"26,938"
76020,57817,"27,270"
76021,68146,"33,673"
76022,57595,"13,212"
76023,54337,"5,832"
76028,66747,"59,744"
76031,43536,"17,759"
76033,49457,"24,819"
76034,142143,"22,748"
76035,86590,"1,622"
76036,67909,"22,352"
76039,60122,"32,925"
76040,48500,"27,524"
76041,53904,434
76043,10387,"1,760"
76044,58596,"3,866"
76048,47514,"21,923"
76049,66571,"25,130"
76050,57248,"5,607"
76051,83585,"46,305"
76052,89771,"15,995"
76053,48529,"28,421"
76054,95666,"11,764"
76055,587,38
76058,53794,"17,123"
76059,41825,"4,881"
76060,49798,"6,764"
76061,51383,152
76063,88323,"61,361"
76064,72731,"1,883"
76065,77496,"28,986"
76066,69047,"3,142"
76067,41157,"22,117"
76070,2297,24
76071,56116,"3,320"
76073,60285,"5,327"
76078,57205,"8,572"
76082,53841,"17,748"
76084,59396,"8,327"
76085,59498,"8,787"
76086,42504,"20,196"
76087,75197,"24,746"
76088,61367,"11,499"
76092,178284,"26,669"
76093,52167,"2,095"
76102,38187,"8,111"
76103,42501,"14,572"
76104,22756,"17,446"
76105,26746,"22,194"
76106,30183,"35,389"
76107,46243,"25,917"
76108,59206,"38,227"
76109,61488,"21,710"
76110,36729,"30,434"
76111,38804,"21,685"
76112,39309,"38,993"
76114,39561,"24,741"
76115,29480,"20,696"
76116,44287,"46,746"
76117,38761,"30,645"
76118,61032,"13,866"
76119,30484,"42,761"
76120,47796,"15,283"
76123,80151,"29,722"
76126,71122,"19,395"
76127,44554,"2,003"
76129,77396,"2,833"
76131,72284,"28,374"
76132,51250,"24,709"
76133,51414,"48,394"
76134,49065,"23,704"
76135,55649,"20,684"
76137,72688,"54,911"
76140,48368,"26,340"
76148,61023,"23,331"
76155,40964,"3,115"
76164,36609,"16,748"
76177,75495,"4,891"
76179,73086,"48,058"
76180,56041,"33,444"
76182,85331,"28,209"
76201,28367,"27,107"
76205,41019,"18,510"
76207,55031,"10,579"
76208,63068,"19,782"
76209,48508,"24,018"
76210,78010,"39,556"
76225,55167,"3,156"
76226,118041,"18,419"
76227,71621,"22,141"
76228,55964,"1,119"
76230,42522,"9,711"
76233,65788,"3,235"
76234,58930,"15,587"
76238,61289,431
76239,53980,"1,087"
76240,45610,"26,120"
76244,87964,"60,388"
76245,49868,"1,780"
76247,71517,"13,098"
76248,109831,"34,647"
76249,60645,"7,194"
76250,62733,937
76251,52250,731
76252,62791,"2,863"
76253,62898,230
76255,36324,"5,411"
76258,70666,"6,659"
76259,72617,"4,618"
76261,39390,233
76262,97462,"27,648"
76263,61289,44
76264,50408,"1,412"
76265,51837,"1,893"
76266,60919,"13,495"
76268,48965,250
76270,52390,"1,853"
76271,66334,"1,352"
76272,60276,"4,745"
76273,50295,"9,135"
76301,28496,"16,540"
76302,44319,"13,206"
76305,44104,"4,746"
76306,40003,"15,991"
76308,41882,"18,557"
76309,44224,"13,862"
76310,54494,"16,648"
76311,38171,"7,535"
76351,38650,"2,035"
76354,51299,"11,270"
76357,50918,712
76360,39706,"3,386"
76363,31570,256
76365,50883,"4,831"
76366,46459,"2,118"
76367,49302,"13,045"
76370,50825,299
76371,31532,"1,604"
76372,46001,974
76374,34294,"4,162"
76377,50918,802
76379,38882,591
76380,32636,"3,726"
76384,35019,"11,705"
76388,35071,203
76389,42585,"1,329"
76401,36239,"24,521"
76402,33183,847
76424,35059,"8,992"
76426,53149,"11,302"
76427,47634,804
76429,37404,258
76430,46613,"2,532"
76431,48986,"3,384"
76432,54781,"1,370"
76433,7728,216
76435,26289,612
76436,37583,212
76437,38803,"5,721"
76442,35133,"7,545"
76443,36601,"1,897"
76444,32454,"3,635"
76445,27667,407
76446,39800,"9,000"
76448,34521,"5,628"
76449,42670,"2,434"
76450,38659,"13,258"
76452,41941,75
76453,41819,"1,016"
76454,26683,"1,688"
76455,41941,"1,014"
76457,42840,"3,960"
76458,46977,"6,261"
76459,47647,146
76460,33892,421
76462,46994,"2,578"
76463,24419,277
76464,45351,506
76466,34529,332
76469,36811,96
76470,32290,"3,238"
76471,28488,"1,906"
76472,53716,"1,499"
76474,41281,281
76475,42168,977
76476,52440,"2,637"
76481,47256,208
76483,36339,"1,063"
76484,53716,"1,147"
76486,50096,"1,375"
76487,59517,"2,507"
76490,61601,91
76491,36339,459
76501,40849,"16,897"
76502,62290,"31,545"
76504,39471,"24,268"
76511,45501,"3,317"
76513,52394,"34,172"
76518,20289,580
76519,31949,371
76520,34420,"7,377"
76522,50442,"35,534"
76523,55299,18
76524,42799,"2,867"
76525,44165,"1,062"
76527,61184,"4,058"
76528,47684,"16,952"
76530,43612,"2,540"
76531,42276,"4,978"
76534,50028,"2,615"
76537,54161,"3,870"
76538,45105,761
76539,56694,"7,841"
76541,33641,"19,206"
76542,59669,"40,025"
76543,42446,"30,430"
76544,33468,"24,830"
76548,61288,"26,344"
76549,50059,"44,314"
76550,40905,"11,586"
76554,55919,"2,104"
76556,34850,"1,461"
76557,49998,"5,178"
76559,56042,"5,051"
76561,48962,962
76565,43816,74
76566,45285,258
76567,39374,"8,984"
76569,46049,"2,418"
76570,28804,"2,475"
76571,71452,"6,790"
76573,43017,26
76574,45675,"17,661"
76577,45533,"3,046"
76578,55329,"1,766"
76579,57552,"4,258"
76596,57014,"1,274"
76597,57014,"2,882"
76598,57014,523
76599,52693,"1,956"
76621,47217,"1,037"
76622,49783,"1,015"
76623,41797,242
76624,46379,"2,231"
76626,48487,"1,563"
76627,48041,"1,601"
76628,52105,111
76629,34916,"1,989"
76630,68493,"1,840"
76631,50858,522
76632,35629,"1,778"
76633,61196,"4,973"
76634,43366,"7,093"
76635,39792,"1,341"
76636,26079,815
76637,59572,536
76638,68611,"2,837"
76639,43354,"1,584"
76640,51311,"3,005"
76641,48487,"1,674"
76642,48657,"7,057"
76643,68829,"13,554"
76645,35149,"10,960"
76648,41347,"2,302"
76649,47275,790
76650,50408,104
76651,50361,"3,300"
76652,46455,"1,087"
76653,49156,"1,082"
76654,46422,151
76655,71275,"7,831"
76656,39083,"2,276"
76657,56316,"9,307"
76660,41071,506
76661,28657,"8,708"
76664,41045,"3,514"
76665,41288,"2,526"
76666,52105,244
76667,39792,"11,313"
76670,51270,"1,372"
76671,45526,"1,777"
76673,40678,"1,187"
76676,41071,413
76678,39615,263
76679,45340,"1,432"
76680,43142,190
76681,43316,873
76682,43128,"2,660"
76685,35000,108
76686,47500,285
76687,50524,"1,466"
76689,52900,"3,996"
76690,46455,"1,197"
76691,41170,"6,454"
76692,44204,"10,115"
76693,34864,"1,651"
76701,23045,"1,826"
76704,17807,"8,007"
76705,37211,"29,155"
76706,32570,"35,015"
76707,27920,"16,697"
76708,42308,"24,471"
76710,44168,"22,686"
76711,31737,"9,042"
76712,63976,"23,506"
76798,32500,"1,862"
76801,37167,"25,552"
76802,50216,"5,075"
76820,55391,125
76821,34102,"4,869"
76823,43535,"2,945"
76824,40799,35
76825,32284,"7,091"
76827,59618,433
76828,37847,199
76831,62434,63
76832,40799,559
76834,24376,"5,908"
76836,55227,41
76837,49063,"3,188"
76841,42392,61
76842,49905,191
76844,32142,"3,550"
76845,32122,178
76848,40996,78
76849,48187,"3,944"
76852,55227,212
76853,36146,"1,622"
76854,52376,401
76856,41814,"3,582"
76857,34532,"1,791"
76858,54300,254
76859,40996,"1,982"
76861,46477,"1,995"
76862,49063,198
76864,36069,890
76865,40622,160
76866,49063,623
76869,52823,125
76870,36154,251
76871,40891,784
76872,52832,717
76873,32122,55
76874,57650,68
76875,39897,668
76877,36223,"4,558"
76878,32370,"1,685"
76882,33169,252
76884,32122,172
76885,35386,154
76887,46625,126
76888,32122,110
76890,53944,940
76901,42643,"27,969"
76903,33631,"31,905"
76904,55927,"32,716"
76905,43281,"11,335"
76908,23258,"1,951"
76930,48833,156
76932,54184,"3,390"
76933,45368,"1,365"
76934,50409,"1,296"
76935,51587,"1,606"
76936,55186,"3,377"
76937,56250,37
76939,50409,51
76940,56250,176
76941,48833,"1,348"
76943,50584,"3,693"
76945,31968,"1,665"
76949,31705,7
76950,55959,"4,180"
76951,41548,"1,143"
76953,45833,74
76955,56250,133
76957,56250,59
76958,50409,310
77002,75332,"16,793"
77003,37336,"10,508"
77004,32303,"27,909"
77005,141929,"23,151"
77006,61555,"19,664"
77007,76883,"30,853"
77008,64545,"30,482"
77009,42323,"38,094"
77010,56705,366
77011,27113,"19,547"
77012,31440,"20,719"
77013,39462,"17,602"
77014,44709,"28,684"
77015,44388,"53,621"
77016,31051,"26,989"
77017,37271,"32,561"
77018,54445,"25,563"
77019,94223,"18,944"
77020,28685,"25,464"
77021,31765,"26,042"
77022,27917,"29,557"
77023,36382,"28,998"
77024,132759,"34,775"
77025,70505,"26,137"
77026,21483,"23,940"
77027,93660,"14,331"
77028,27764,"16,808"
77029,33563,"17,814"
77030,25226,"4,952"
77031,49964,"15,762"
77032,29720,"12,757"
77033,31194,"27,965"
77034,39631,"33,678"
77035,44253,"35,896"
77036,28529,"71,969"
77037,37800,"19,819"
77038,38137,"26,713"
77039,39981,"27,562"
77040,56911,"45,081"
77041,76352,"37,146"
77042,54081,"36,385"
77043,52130,"23,358"
77044,69037,"30,949"
77045,40227,"31,255"
77046,72378,"1,196"
77047,46336,"21,077"
77048,33801,"15,294"
77049,51296,"28,521"
77050,49258,"4,611"
77051,25127,"15,085"
77053,42894,"28,954"
77054,40639,"22,290"
77055,53550,"41,989"
77056,95008,"18,673"
77057,59505,"39,208"
77058,60992,"16,406"
77059,133259,"16,949"
77060,31048,"40,830"
77061,33011,"24,457"
77062,93270,"25,152"
77063,50354,"34,299"
77064,66360,"45,847"
77065,59425,"35,326"
77066,54046,"31,366"
77067,40426,"30,559"
77068,73165,"10,064"
77069,65995,"16,541"
77070,68663,"46,017"
77071,48300,"25,671"
77072,36274,"56,526"
77073,47457,"34,790"
77074,33058,"37,267"
77075,51102,"37,388"
77076,34588,"33,803"
77077,69095,"52,151"
77078,33777,"14,777"
77079,102246,"31,280"
77080,37772,"45,275"
77081,28484,"47,860"
77082,51824,"49,900"
77083,55182,"70,837"
77084,63108,"95,137"
77085,47939,"16,074"
77086,43760,"28,009"
77087,39853,"36,399"
77088,41755,"49,660"
77089,61239,"48,685"
77090,43448,"32,930"
77091,29121,"23,472"
77092,36941,"33,745"
77093,31382,"46,929"
77094,148245,"8,498"
77095,89911,"66,502"
77096,68363,"32,628"
77098,67742,"13,076"
77099,37939,"47,091"
77301,40219,"30,769"
77302,58943,"18,118"
77303,49872,"16,710"
77304,61568,"21,314"
77306,40119,"11,931"
77316,65759,"16,036"
77318,63778,"14,281"
77320,33730,"26,764"
77326,36445,69
77327,39327,"20,160"
77328,45797,"13,993"
77331,42075,"6,824"
77334,43688,141
77335,35668,"2,350"
77336,68144,"12,471"
77338,50836,"33,971"
77339,77727,"37,512"
77340,30898,"29,809"
77342,30821,23
77345,123438,"26,122"
77346,87093,"53,578"
77350,32260,66
77351,33637,"32,517"
77354,81614,"30,215"
77355,63795,"24,010"
77356,78203,"24,498"
77357,49436,"19,987"
77358,46653,"4,993"
77359,55396,721
77360,30249,"5,280"
77362,65586,"4,600"
77363,44439,"3,269"
77364,55396,"2,223"
77365,54968,"25,769"
77367,43688,143
77368,33766,152
77369,34146,"1,018"
77371,39013,"7,665"
77372,47952,"12,164"
77373,68130,"54,609"
77374,40667,510
77375,68467,"39,351"
77376,40667,617
77377,90104,"28,708"
77378,46472,"14,685"
77379,100527,"70,544"
77380,66375,"23,136"
77381,104629,"34,961"
77382,126177,"35,369"
77384,87350,"11,857"
77385,72659,"19,534"
77386,82300,"36,407"
77388,87519,"40,384"
77389,86907,"21,255"
77396,57691,"43,317"
77401,153649,"17,491"
77406,102161,"30,177"
77407,74666,"28,595"
77412,30916,106
77414,42801,"23,047"
77415,48135,46
77417,48292,"2,457"
77418,54692,"9,585"
77419,49155,"1,512"
77420,36406,"2,205"
77422,53045,"13,933"
77423,41764,"9,385"
77426,53137,"2,100"
77428,40571,61
77429,95381,"72,264"
77430,57738,"2,283"
77432,35087,173
77433,87606,"50,539"
77434,31927,"4,318"
77435,8537,993
77437,43915,"17,054"
77440,49155,37
77441,110395,"4,809"
77442,30916,"1,137"
77444,57640,784
77445,11898,"3,137"
77446,17680,"2,026"
77447,59592,"11,872"
77449,61155,"94,382"
77450,101498,"71,889"
77451,47115,77
